Starting Year,Rank,Team,Home: Total Games,Home: Total Attendance,Home: Avg Attendance,Home: % Capactiy,Away: Total Games,Away: Total Attendance,Away: Avg Attendance,Away: % Capactiy
2001,14,Timberwolves,41,"731,673","17,845",93.9,41,"16,961",132.6,82
2001,15,Kings,41,"709,997","17,317",100,41,"17,701",137.5,82
2001,16,Pacers,41,"686,537","16,744",91.3,41,"16,677",111.1,82
2001,17,Suns,41,"668,939","16,315",85.8,41,"16,765",131,82
2001,18,Celtics,41,"659,751","16,091",86.4,41,"17,576",117,82
2001,19,Heat,41,"655,549","15,989",81.6,41,"16,702",112.5,82
2001,20,Nuggets,41,"633,846","15,459",--,41,"16,396",119.5,82
2001,21,Thunder,41,"633,516","15,451",90.5,41,"16,013",124.2,82
2001,22,Magic,41,"621,121","15,149",87.8,41,"17,345",115.6,82
2001,23,Cavaliers,41,"596,115","14,539",70.7,41,"15,809",102.8,82
2001,24,Warriors,41,"593,182","14,467",73.8,41,"16,202",126.9,82
2001,25,Grizzlies,41,"591,030","14,415",--,41,"15,841",115.5,82
2001,26,Nets,41,"564,194","13,760",68.8,41,"16,403",109.7,82
2001,27,Hawks,41,"506,110","12,344",--,41,"16,315",102.7,82
2001,28,Rockets,41,"481,227","11,737",--,41,"16,551",120.6,82
2001,29,Pelicans,41,"462,738","11,286",47.4,41,"16,457",111.5,82
2000,1,Spurs,41,"913,175","22,272",--,41,"16,690",--,82
2000,2,Bulls,41,"888,654","21,674",--,41,"16,336",--,82
2000,3,Trail Blazers,41,"831,385","20,277",--,41,"17,037",--,82
2000,4,NY Knicks,41,"810,283","19,763",--,41,"17,680",--,82
2000,5,76ers,41,"805,692","19,651",--,41,"18,582",--,82
2000,6,Raptors,41,"793,256","19,347",--,41,"17,611",--,82
2000,7,Jazz,41,"792,196","19,321",--,41,"16,989",--,82
2000,8,Lakers,41,"776,336","18,935",--,41,"19,628",--,82
2000,9,Suns,41,"737,586","17,989",--,41,"17,157",--,82
2000,10,Pacers,41,"733,444","17,888",--,41,"16,508",--,82
2000,11,Timberwolves,41,"717,371","17,496",--,41,"16,787",--,82
2000,12,Kings,41,"709,997","17,317",--,41,"18,438",--,82
2000,13,Bucks,41,"683,125","16,661",--,41,"16,584",--,82
2000,14,Mavericks,41,"680,138","16,588",--,41,"15,761",--,82
2000,15,Heat,41,"677,186","16,516",--,41,"17,046",--,82
2000,16,Cavaliers,41,"650,775","15,872",--,41,"16,064",--,82
2000,17,Thunder,41,"640,847","15,630",--,41,"16,497",--,82
2000,18,Wizards,41,"638,653","15,576",--,41,"15,872",--,82
2000,19,Celtics,41,"629,201","15,346",--,41,"16,436",--,82
2000,20,Nuggets,41,"619,300","15,104",--,41,"16,403",--,82
2000,21,Pelicans,41,"615,424","15,010",--,41,"16,500",--,82
2000,22,Pistons,41,"607,323","14,812",--,41,"16,397",--,82
2000,23,Magic,41,"605,031","14,756",--,41,"16,810",--,82
2000,24,Clippers,41,"599,448","14,620",--,41,"15,823",--,82
2000,25,Warriors,41,"591,981","14,438",--,41,"16,058",--,82
2000,26,Nets,41,"566,077","13,806",--,41,"16,085",--,82
2000,27,Grizzlies,41,"563,218","13,737",--,41,"15,822",--,82
2000,28,Hawks,41,"560,324","13,666",--,41,"16,403",--,82
2000,29,Rockets,41,"518,555","12,647",--,41,"16,714",--,82
